"NTD ID","Legacy NTD ID","Agency Name","Reporter Type","Reporting Module","Mode","TOS","Time Period","Time Service Begins","Time Service Ends","Vehicles/Passenger Cars Operated in Maximum Service","Vehicles/Passenger Cars Available for Maximum Service","Trains in Operation","Vehicles/Passenger Cars in Operation","Actual Vehicles/Passenger Car Miles","Actual Vehicles/Passenger Car Revenue Miles","Actual Vehicle/Passenger Deadhead Miles","Scheduled Actual Vehicle/Passenger Car Revenue Miles","Actual Vehicle/Passenger Car Hours","Actual Vehicle/Passenger Car Revenue Hours","Actual Vehicle/Passenger Car Deadhead Hours","Charter Service Hours","School Bus Hours","Train Miles","Train Revenue Miles","Train Deadhead Miles","Train Hours","Train Revenue Hours","Train Deadhead Hours","Unlinked Passenger Trips (UPT)","ADA UPT","Sponsored Service UPT","Passenger Miles","Days of Service Operated","Days Not Operated Due to Strikes","Strike Comment","Days Not Operated Due to Emergencies","Emergency Comment","Non-Statutory Mixed Traffic","DRM Mixed Traffic ROW"
"40208","4208","City of Clemson","Full Reporter","Urban","MB","DO","Average Typical Weekday",1899-12-31 06:50:00,1899-12-31 03:00:00,NA,NA,NA,19,2559,2559,0,NA,212,212,0,NA,NA,NA,NA,NA,NA,NA,NA,5663,NA,NA,14568,260,0,NA,0,NA,NA,NA
"40208","4208","City of Clemson","Full Reporter","Urban","MB","DO","Average Typical Saturday",1899-12-31 07:20:00,1899-12-31 03:00:00,NA,NA,NA,6,853,853,0,NA,81,81,0,NA,NA,NA,NA,NA,NA,NA,NA,1840,NA,NA,4218,53,0,NA,0,NA,NA,NA
"40208","4208","City of Clemson","Full Reporter","Urban","MB","DO","Average Typical Sunday",1899-12-31 07:20:00,1899-12-31 03:00:00,NA,NA,NA,5,505,505,0,NA,40,40,0,NA,NA,NA,NA,NA,NA,NA,NA,643,NA,NA,1380,52,0,NA,0,NA,NA,NA
"40208","4208","City of Clemson","Full Reporter","Urban","MB","DO","Annual Total",NA,NA,21,29,NA,NA,736837,736837,0,NA,61573,61573,0,0,0,NA,NA,NA,NA,NA,NA,1603468,NA,NA,4078830,NA,NA,NA,NA,NA,NA,95
"40209","4209","Hoke County","Reduced Reporter","Urban","DR","DO","Annual Total",NA,NA,12,NA,NA,NA,NA,481386,NA,NA,NA,24083,NA,NA,NA,NA,NA,NA,NA,NA,NA,58482,NA,23305,NA,NA,NA,NA,NA,NA,NA,NA
"40210","4210","Craven County","Reduced Reporter","Urban","DR","DO","Annual Total",NA,NA,19,NA,NA,NA,NA,541199,NA,NA,NA,35291,NA,NA,NA,NA,NA,NA,NA,NA,NA,50718,NA,24147,NA,NA,NA,NA,NA,NA,NA,NA
"40210","4210","Craven County","Reduced Reporter","Urban","MB","DO","Annual Total",NA,NA,2,NA,NA,NA,NA,53078,NA,NA,NA,4319,NA,NA,NA,NA,NA,NA,NA,NA,NA,13449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40213","4213","Autauga County Commission","Reduced Reporter","Urban","DR","DO","Annual Total",NA,NA,10,NA,NA,NA,NA,272951,NA,NA,NA,19970,NA,NA,NA,NA,NA,NA,NA,NA,NA,42011,NA,18904,NA,NA,NA,NA,NA,NA,NA,NA
"40214","4214","Cabarrus County","Reduced Reporter","Urban","DR","DO","Annual Total",NA,NA,27,NA,NA,NA,NA,551166,NA,NA,NA,35424,NA,NA,NA,NA,NA,NA,NA,NA,NA,82116,NA,44502,NA,NA,NA,NA,NA,NA,NA,NA
"40215","4215","Union County","Reduced Reporter","Urban","DR","DO","Annual Total",NA,NA,24,NA,NA,NA,NA,686520,NA,NA,NA,40653,NA,NA,NA,NA,NA,NA,NA,NA,NA,73343,NA,41459,NA,NA,NA,NA,NA,NA,NA,NA
"40215","4215","Union County","Reduced Reporter","Urban","DR","PT","Annual Total",NA,NA,1,NA,NA,NA,NA,9592,NA,NA,NA,488,NA,NA,NA,NA,NA,NA,NA,NA,NA,450,NA,337,NA,NA,NA,NA,NA,NA,NA,NA
"40217","4217","Rowan County","Reduced Reporter","Urban","DR","PT","Annual Total",NA,NA,20,NA,NA,NA,NA,659011,NA,NA,NA,43481,NA,NA,NA,NA,NA,NA,NA,NA,NA,77051,NA,65493,NA,NA,NA,NA,NA,NA,NA,NA
"40217","4217","Rowan County","Reduced Reporter","Urban","MB","PT","Annual Total",NA,NA,2,NA,NA,NA,NA,87942,NA,NA,NA,5387,NA,NA,NA,NA,NA,NA,NA,NA,NA,15701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40218","4218","Oldham's Public Bus","Reduced Reporter","Urban","MB","DO","Annual Total",NA,NA,1,NA,NA,NA,NA,36428,NA,NA,NA,3032,NA,NA,NA,NA,NA,NA,NA,NA,NA,16099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40220","4220","Pitt County","Reduced Reporter","Urban","DR","DO","Annual Total",NA,NA,12,NA,NA,NA,NA,426813,NA,NA,NA,24864,NA,NA,NA,NA,NA,NA,NA,NA,NA,46341,NA,39344,NA,NA,NA,NA,NA,NA,NA,NA
"40221","4221","Gaston County","Reduced Reporter","Urban","DR","DO","Annual Total",NA,NA,22,NA,NA,NA,NA,240196,NA,NA,NA,18178,NA,NA,NA,NA,NA,NA,NA,NA,NA,77919,NA,77919,NA,NA,NA,NA,NA,NA,NA,NA
"40221","4221","Gaston County","Reduced Reporter","Urban","DR","PT","Annual Total",NA,NA,6,NA,NA,NA,NA,221183,NA,NA,NA,9310,NA,NA,NA,NA,NA,NA,NA,NA,NA,21042,NA,21042,NA,NA,NA,NA,NA,NA,NA,NA
"40221","4221","Gaston County","Reduced Reporter","Urban","MB","DO","Annual Total",NA,NA,2,NA,NA,NA,NA,28346,NA,NA,NA,2026,NA,NA,NA,NA,NA,NA,NA,NA,NA,8432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40222","4R06-094","Wake County","Full Reporter","Urban","DR","PT","Average Weekday - AM Peak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40222","4R06-094","Wake County","Full Reporter","Urban","DR","PT","Average Weekday - Midday",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40222","4R06-094","Wake County","Full Reporter","Urban","DR","PT","Average Weekday - PM Peak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40222","4R06-094","Wake County","Full Reporter","Urban","DR","PT","Average Weekday - Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40222","4R06-094","Wake County","Full Reporter","Urban","DR","PT","Average Typical Weekday",1899-12-31 06:21:00,1899-12-31 19:36:00,NA,NA,NA,51,9685,7988,1697,NA,461,398,63,NA,NA,NA,NA,NA,NA,NA,NA,665,NA,NA,9802,258,0,NA,0,NA,NA,NA
"40222","4R06-094","Wake County","Full Reporter","Urban","DR","PT","Average Typical Saturday",1899-12-31 06:26:00,1899-12-31 18:26:00,NA,NA,NA,22,2908,2331,577,NA,162,140,22,NA,NA,NA,NA,NA,NA,NA,NA,161,NA,NA,1525,53,0,NA,0,NA,NA,NA
"40222","4R06-094","Wake County","Full Reporter","Urban","DR","PT","Average Typical Sunday",1899-12-31 07:20:00,1899-12-31 17:03:00,NA,NA,NA,17,1949,1566,383,NA,121,108,13,NA,NA,NA,NA,NA,NA,NA,NA,108,NA,NA,874,3,0,NA,0,NA,NA,NA
"40222","4R06-094","Wake County","Full Reporter","Urban","DR","PT","Annual Total",NA,NA,61,70,NA,NA,2652856,2189244,463612,NA,127625,110332,17293,0,0,NA,NA,NA,NA,NA,NA,180328,0,0,2477989,NA,NA,NA,NA,NA,NA,NA
"40223","4223","Cumberland County","Reduced Reporter","Urban","DR","PT","Annual Total",NA,NA,12,NA,NA,NA,NA,299970,NA,NA,NA,12667,NA,NA,NA,NA,NA,NA,NA,NA,NA,34187,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"40224","4224","Buncombe County","Full Reporter","Urban","DR","PT","Average Weekday - AM Peak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40224","4224","Buncombe County","Full Reporter","Urban","DR","PT","Average Weekday - Midday",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40224","4224","Buncombe County","Full Reporter","Urban","DR","PT","Average Weekday - PM Peak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40224","4224","Buncombe County","Full Reporter","Urban","DR","PT","Average Weekday - Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40224","4224","Buncombe County","Full Reporter","Urban","DR","PT","Average Typical Weekday",1899-12-31 05:30:00,1899-12-31 19:30:00,NA,NA,NA,29,3871,3110,761,NA,221,168,53,NA,NA,NA,NA,NA,NA,NA,NA,400,NA,NA,3816,258,0,NA,0,NA,NA,NA
"40224","4224","Buncombe County","Full Reporter","Urban","DR","PT","Average Typical Saturday",1899-12-31 05:30:00,1899-12-31 19:30:00,NA,NA,NA,8,910,677,233,NA,63,39,24,NA,NA,NA,NA,NA,NA,NA,NA,97,NA,NA,705,52,0,NA,0,NA,NA,NA
"40224","4224","Buncombe County","Full Reporter","Urban","DR","PT","Average Typical Sunday",1899-12-31 08:00:00,1899-12-31 18:30:00,NA,NA,NA,1,119,77,42,NA,10,4,6,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,77,52,0,NA,0,NA,NA,NA
"40224","4224","Buncombe County","Full Reporter","Urban","DR","PT","Annual Total",NA,NA,29,38,NA,NA,1052352,841446,210906,NA,60899,45646,15253,0,0,NA,NA,NA,NA,NA,NA,108834,34888,67960,1025287,NA,NA,NA,NA,NA,NA,NA
"40224","4224","Buncombe County","Full Reporter","Urban","MB","PT","Average Weekday - AM Peak",1899-12-31 06:00:00,1899-12-31 10:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40224","4224","Buncombe County","Full Reporter","Urban","MB","PT","Average Weekday - Midday",1899-12-31 10:30:00,1899-12-31 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40224","4224","Buncombe County","Full Reporter","Urban","MB","PT","Average Weekday - PM Peak",1899-12-31 14:00:00,1899-12-31 19:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40224","4224","Buncombe County","Full Reporter","Urban","MB","PT","Average Weekday - Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40224","4224","Buncombe County","Full Reporter","Urban","MB","PT","Average Typical Weekday",1899-12-31 05:15:00,1899-12-31 19:45:00,NA,NA,NA,3,610,495,115,517,31,27,4,NA,NA,NA,NA,NA,NA,NA,NA,83,NA,NA,1142,258,0,NA,0,NA,NA,NA
"40224","4224","Buncombe County","Full Reporter","Urban","MB","PT","Average Typical Saturday",1899-12-31 05:30:00,1899-12-31 19:45:00,NA,NA,NA,1,270,193,77,193,12,10,2,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,403,52,0,NA,0,NA,NA,NA
"40224","4224","Buncombe County","Full Reporter","Urban","MB","PT","Average Typical Sunday",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,0,NA,NA,NA
"40224","4224","Buncombe County","Full Reporter","Urban","MB","PT","Annual Total",NA,NA,3,5,NA,NA,171294,137619,33675,139914,8603,7542,1061,0,0,NA,NA,NA,NA,NA,NA,22855,NA,NA,315558,NA,NA,NA,NA,NA,NA,74
"40225","4225","Alamance County Transportation Authority","Reduced Reporter","Urban","DR","DO","Annual Total",NA,NA,27,NA,NA,NA,NA,724979,NA,NA,NA,47519,NA,NA,NA,NA,NA,NA,NA,NA,NA,76577,NA,21687,NA,NA,NA,NA,NA,NA,NA,NA
"40226","4226","Mountain Projects, Inc.","Reduced Reporter","Urban","DR","DO","Annual Total",NA,NA,19,NA,NA,NA,NA,298006,NA,NA,NA,16629,NA,NA,NA,NA,NA,NA,NA,NA,NA,31925,NA,17563,NA,NA,NA,NA,NA,NA,NA,NA
"40227","4227","Onslow United Transit System","Reduced Reporter","Urban","DR","DO","Annual Total",NA,NA,17,NA,NA,NA,NA,714701,NA,NA,NA,36841,NA,NA,NA,NA,NA,NA,NA,NA,NA,85928,NA,68303,NA,NA,NA,NA,NA,NA,NA,NA
"40228","4228","Mecklenburg County","Full Reporter","Urban","DR","DO","Average Weekday - AM Peak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40228","4228","Mecklenburg County","Full Reporter","Urban","DR","DO","Average Weekday - Midday",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40228","4228","Mecklenburg County","Full Reporter","Urban","DR","DO","Average Weekday - PM Peak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40228","4228","Mecklenburg County","Full Reporter","Urban","DR","DO","Average Weekday - Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40228","4228","Mecklenburg County","Full Reporter","Urban","DR","DO","Average Typical Weekday",1899-12-31 06:00:00,1899-12-31 17:00:00,NA,NA,NA,22,1879,1715,164,NA,140,114,26,NA,NA,NA,NA,NA,NA,NA,NA,277,NA,NA,2580,260,0,NA,2,"County Manager closed couty operations due to Icy road conditions",NA,NA
"40228","4228","Mecklenburg County","Full Reporter","Urban","DR","DO","Average Typical Saturday",NA,NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,0,NA,NA,NA
"40228","4228","Mecklenburg County","Full Reporter","Urban","DR","DO","Average Typical Sunday",NA,NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,0,NA,NA,NA
"40228","4228","Mecklenburg County","Full Reporter","Urban","DR","DO","Annual Total",NA,NA,22,28,NA,NA,488603,445889,42714,NA,36474,29659,6815,482,0,NA,NA,NA,NA,NA,NA,72022,0,72022,665591,NA,NA,NA,NA,NA,NA,NA
"40228","4228","Mecklenburg County","Full Reporter","Urban","DT","PT","Average Weekday - AM Peak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40228","4228","Mecklenburg County","Full Reporter","Urban","DT","PT","Average Weekday - Midday",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40228","4228","Mecklenburg County","Full Reporter","Urban","DT","PT","Average Weekday - PM Peak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40228","4228","Mecklenburg County","Full Reporter","Urban","DT","PT","Average Weekday - Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40228","4228","Mecklenburg County","Full Reporter","Urban","DT","PT","Average Typical Weekday",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40228","4228","Mecklenburg County","Full Reporter","Urban","DT","PT","Average Typical Saturday",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40228","4228","Mecklenburg County","Full Reporter","Urban","DT","PT","Average Typical Sunday",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40228","4228","Mecklenburg County","Full Reporter","Urban","DT","PT","Annual Total",NA,NA,76,76,NA,NA,NA,2618479,NA,NA,NA,67913,NA,NA,NA,NA,NA,NA,NA,NA,NA,340877,0,340877,2713566,352,0,NA,0,NA,NA,NA
"40229","4229","Henderson County","Reduced Reporter","Urban","DR","PT","Annual Total",NA,NA,2,NA,NA,NA,NA,7583,NA,NA,NA,452,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"40229","4229","Henderson County","Reduced Reporter","Urban","MB","PT","Annual Total",NA,NA,3,NA,NA,NA,NA,155750,NA,NA,NA,9000,NA,NA,NA,NA,NA,NA,NA,NA,NA,74571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40230","4230","City of Atlanta","Full Reporter","Urban","SR","DO","Average Weekday - AM Peak",1899-12-31 06:00:00,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40230","4230","City of Atlanta","Full Reporter","Urban","SR","DO","Average Weekday - Midday",NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40230","4230","City of Atlanta","Full Reporter","Urban","SR","DO","Average Weekday - PM Peak",NA,1899-12-31 23:00:00,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40230","4230","City of Atlanta","Full Reporter","Urban","SR","DO","Average Weekday - Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40230","4230","City of Atlanta","Full Reporter","Urban","SR","DO","Average Typical Weekday",1899-12-31 06:00:00,1899-12-31 23:00:00,NA,NA,2,2,172,165,7,165,34,33,1,NA,NA,172,165,7,34,33,1,1011,NA,NA,1015,256,0,NA,4,"Debris falling of buildings due to hurricane Irma.  Also, system closed due to ice buildup on tracks",NA,NA
"40230","4230","City of Atlanta","Full Reporter","Urban","SR","DO","Average Typical Saturday",1899-12-31 06:00:00,1899-12-31 01:00:00,NA,NA,2,2,167,160,7,160,33,31,2,NA,NA,167,160,7,33,31,2,1293,NA,NA,984,51,0,NA,1,"System closed due to City of Atlanta Activities",NA,NA
"40230","4230","City of Atlanta","Full Reporter","Urban","SR","DO","Average Typical Sunday",1899-12-31 09:00:00,1899-12-31 23:00:00,NA,NA,2,2,135,129,6,129,27,26,1,NA,NA,135,129,6,27,26,1,1092,NA,NA,929,52,0,NA,1,"System Closed due to City of Atlanta Activities",NA,NA
"40230","4230","City of Atlanta","Full Reporter","Urban","SR","DO","Annual Total",NA,NA,3,4,NA,NA,60503,58080,2423,60503,11956,11512,444,NA,NA,60503,58080,2423,11956,11512,444,387978,NA,NA,364699,NA,NA,NA,NA,NA,NA,NA
"40231","4231","Orange County","Reduced Reporter","Urban","DR","DO","Annual Total",NA,NA,7,NA,NA,NA,NA,269121,NA,NA,NA,16096,NA,NA,NA,NA,NA,NA,NA,NA,NA,35671,NA,19884,NA,NA,NA,NA,NA,NA,NA,NA
"40231","4231","Orange County","Reduced Reporter","Urban","MB","DO","Annual Total",NA,NA,3,NA,NA,NA,NA,116487,NA,NA,NA,5444,NA,NA,NA,NA,NA,NA,NA,NA,NA,18342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40232","4232","Central Florida Commuter Rail","Full Reporter","Urban","CR","PT","Average Weekday - AM Peak",1899-12-31 05:06:00,1899-12-31 10:00:00,NA,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40232","4232","Central Florida Commuter Rail","Full Reporter","Urban","CR","PT","Average Weekday - Midday",1899-12-31 10:00:00,1899-12-31 15:00:00,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40232","4232","Central Florida Commuter Rail","Full Reporter","Urban","CR","PT","Average Weekday - PM Peak",1899-12-31 15:00:00,1899-12-31 20:00:00,NA,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40232","4232","Central Florida Commuter Rail","Full Reporter","Urban","CR","PT","Average Weekday - Other",NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40232","4232","Central Florida Commuter Rail","Full Reporter","Urban","CR","PT","Average Typical Weekday",1899-12-31 05:06:00,1899-12-31 23:39:00,NA,NA,5,12,2574,2464,110,2538,101,97,4,NA,NA,1190,1140,50,47,45,2,3359,NA,NA,48658,247,NA,NA,5,"Hurricane Irma",NA,NA
"40232","4232","Central Florida Commuter Rail","Full Reporter","Urban","CR","PT","Average Typical Saturday",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40232","4232","Central Florida Commuter Rail","Full Reporter","Urban","CR","PT","Average Typical Sunday",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"40232","4232","Central Florida Commuter Rail","Full Reporter","Urban","CR","PT","Annual Total",NA,NA,17,31,NA,NA,640928,608544,32384,626943,25164,24067,1097,NA,NA,296432,281561,14871,11639,11136,503,831460,NA,NA,12044554,0,0,NA,0,NA,NA,NA
"40233","4233","City of Salisbury","Reduced Reporter","Urban","MB","DO","Annual Total",NA,NA,3,NA,NA,NA,NA,158491,NA,NA,NA,12230,NA,NA,NA,NA,NA,NA,NA,NA,NA,148897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40234","4234","Autonomous Municipality of Ponce","Reduced Reporter","Urban","DR","DO","Annual Total",NA,NA,2,NA,NA,NA,NA,9412,NA,NA,NA,1831,NA,NA,NA,NA,NA,NA,NA,NA,NA,2602,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"40234","4234","Autonomous Municipality of Ponce","Reduced Reporter","Urban","MB","DO","Annual Total",NA,NA,7,NA,NA,NA,NA,140197,NA,NA,NA,15744,NA,NA,NA,NA,NA,NA,NA,NA,NA,451248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40237","4237","Lancaster County Council on Aging","Reduced Reporter","Urban","DR","DO","Annual Total",NA,NA,17,NA,NA,NA,NA,334961,NA,NA,NA,35452,NA,NA,NA,NA,NA,NA,NA,NA,NA,24785,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"40238",NA,"City of Coconut Creek","Reduced Reporter","Urban","MB","DO","Annual Total",NA,NA,4,NA,NA,NA,NA,185249,NA,NA,NA,13394,NA,NA,NA,NA,NA,NA,NA,NA,NA,100422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40239",NA,"City of Deerfield Beach","Reduced Reporter","Urban","DR","DO","Annual Total",NA,NA,5,NA,NA,NA,NA,18328,NA,NA,NA,1458,NA,NA,NA,NA,NA,NA,NA,NA,NA,4677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40239",NA,"City of Deerfield Beach","Reduced Reporter","Urban","MB","DO","Annual Total",NA,NA,2,NA,NA,NA,NA,52690,NA,NA,NA,3984,NA,NA,NA,NA,NA,NA,NA,NA,NA,50324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40240",NA,"City of Lighthouse Point","Reduced Reporter","Urban","MB","DO","Annual Total",NA,NA,1,NA,NA,NA,NA,20102,NA,NA,NA,1494,NA,NA,NA,NA,NA,NA,NA,NA,NA,10968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40241",NA,"City of Miramar","Reduced Reporter","Urban","DR","DO","Annual Total",NA,NA,3,NA,NA,NA,NA,540,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,120,NA,NA,NA,NA,NA,NA,NA,NA
"40241",NA,"City of Miramar","Reduced Reporter","Urban","MB","DO","Annual Total",NA,NA,4,NA,NA,NA,NA,169116,NA,NA,NA,10517,NA,NA,NA,NA,NA,NA,NA,NA,NA,120605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40244",NA,"Spartanburg Regional Health Services, Inc.","Full Reporter","Urban","DR","DO","Average Weekday - AM Peak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40244",NA,"Spartanburg Regional Health Services, Inc.","Full Reporter","Urban","DR","DO","Average Weekday - Midday",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40244",NA,"Spartanburg Regional Health Services, Inc.","Full Reporter","Urban","DR","DO","Average Weekday - PM Peak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
